1、序号,2、您的性别:,3、您的年龄：,4、您目前所在的学校类型：,5、学校属于教研体系建设县（市、区）教研项目（中山小榄）中哪一类：,6、本学期，您任教的学科是:,7、您的教龄（正式教学年限）：,8、您是否担任过以下职务（可多选）：(备课组长),8、(教研组长),8、(教务主任/教学副校长),8、(校本课程开发负责人),8、(暂无担任),9、您是否参加过与“课程领导力”相关的教师培训或课题项目？,10、您的最高学历：,11、您目前的职称：,12、您当前任教的学校名称是：,13、您最高学历所学的专业类别是?,14、您是否是师范类专业毕业?,15、您的岗位性质是:,16、您目前任教的年级是:【可多选】(小学一年级),16、(小学二年级),16、(小学三年级),16、(小学四年级),16、(小学五年级),16、(小学六年级),16、(初一),16、(初二),16、(初三),16、(高一),16、(高二),16、(高三),17、您在本学期是否担任班主任:,创新教学观总分,创造力效能感总分,创造性教学情况总分,创造力成长观总分
1945,2,2,1,1,13,2,0,0,0,0,1,1,2,4,24,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,69,24,135,40
1946,1,6,1,1,11,6,0,0,0,0,1,2,1,2,24,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,57,19,84,30
1947,1,6,1,1,2,6,0,0,0,0,1,1,2,2,24,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,54,24,112,29
1948,1,5,1,1,1,5,0,0,0,0,1,1,2,2,24,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,59,17,81,31
1949,2,2,1,1,13,3,0,0,0,0,1,2,2,4,24,4,2,6,0,0,1,1,1,1,0,0,0,0,0,0,2,69,23,138,38
1950,1,3,1,1,1,5,0,1,0,0,0,1,2,4,24,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,2,94,28,126,40
1951,2,3,1,1,12,3,0,0,0,0,1,2,2,4,24,4,2,6,0,1,1,1,1,0,0,0,0,0,0,0,2,76,16,110,30
1952,2,2,1,1,2,2,0,0,0,0,1,2,2,1,24,6,2,3,0,0,0,0,1,0,0,0,0,0,0,0,2,78,18,112,36
1953,1,6,2,2,2,6,1,0,0,0,0,2,1,1,1,5,1,3,0,0,0,0,0,0,1,1,0,0,0,0,2,73,24,130,36
1954,2,1,1,1,1,1,0,0,0,0,1,2,2,1,24,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,66,17,103,25
1955,2,4,1,1,12,5,1,0,0,0,0,2,2,2,24,4,1,2,1,1,1,0,1,0,0,0,0,0,0,0,2,61,20,108,30
1956,2,1,1,1,2,2,0,0,0,0,1,2,2,1,24,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,68,18,100,31
1957,2,4,1,1,1,6,0,0,0,0,1,1,2,2,24,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,82,20,89,35
1958,1,6,1,1,1,6,0,0,0,0,1,2,2,2,24,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,57,20,84,30
1959,2,2,1,1,2,3,0,0,0,0,1,2,2,1,38,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,83,24,112,30
1960,2,3,1,1,3,4,0,0,0,0,1,2,3,1,24,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2,85,24,110,38
1961,2,6,1,3,2,6,1,1,1,0,0,2,2,3,15,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,69,25,139,44
1962,2,3,1,1,1,5,1,0,0,0,0,2,2,4,24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,79,20,138,36
1963,2,4,1,1,2,2,1,0,0,0,0,1,2,1,24,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1,69,28,138,35
1964,2,2,1,1,1,4,1,0,0,0,0,2,2,1,24,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,78,24,114,31
1965,2,4,1,2,1,6,1,0,0,0,0,2,2,2,38,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,54,24,112,30
1966,2,3,1,1,1,3,0,0,0,0,1,2,4,1,24,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,64,20,111,26
1967,2,2,1,1,13,3,0,0,0,0,1,2,2,4,24,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,2,83,24,111,36
1968,2,2,1,1,3,4,0,0,0,0,1,2,2,4,24,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,66,16,140,29
1969,2,6,1,1,1,6,0,0,0,0,1,1,2,3,24,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,79,23,112,35
1970,2,1,1,1,2,3,1,0,0,0,0,1,2,4,24,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,64,23,140,28
1971,2,1,1,1,2,3,1,0,0,0,0,1,2,4,24,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,73,28,140,27
1972,2,5,1,1,1,4,1,0,0,0,0,1,2,4,24,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,60,20,113,28
1973,2,3,1,1,1,6,1,0,0,0,0,2,2,2,38,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,51,28,140,30
1974,2,3,1,1,1,4,1,0,0,0,0,2,2,4,24,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,1,63,21,127,36
1975,2,2,1,2,1,3,0,0,0,0,1,2,2,4,20,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,54,19,112,32
1976,2,5,1,2,1,6,0,0,0,0,1,2,2,3,15,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,86,22,137,40
1977,2,3,1,1,3,4,0,0,0,0,1,2,2,1,24,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,56,28,134,39
1978,1,6,1,1,11,6,0,0,0,0,1,2,2,2,24,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,54,20,94,30
1979,2,2,1,1,1,3,1,0,0,0,0,2,2,4,24,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,56,14,91,29
1980,2,4,1,1,1,4,1,0,0,0,0,1,2,4,24,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,73,17,121,34
1981,2,2,1,1,2,1,0,0,0,0,1,2,2,1,24,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,73,17,108,32
1982,2,3,1,1,3,4,0,0,0,0,1,2,2,1,24,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,79,16,129,29
1983,2,3,1,1,2,3,1,0,0,0,0,2,2,1,24,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,78,17,109,31
1984,2,4,1,1,1,5,1,1,0,0,0,2,2,4,24,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,85,16,112,36
1985,1,5,1,1,2,6,0,0,1,0,0,1,3,3,24,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,79,24,126,36
1986,1,1,1,1,11,1,0,0,0,0,1,1,2,1,24,5,1,3,0,1,1,0,0,1,0,0,0,0,0,0,2,98,24,131,40
1987,1,1,1,1,11,1,0,0,0,0,1,1,2,1,24,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,2,92,24,112,34
1988,2,1,1,3,14,2,0,0,0,0,1,2,2,1,37,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2,73,23,113,35
1989,2,6,1,1,1,6,0,0,0,0,1,1,1,2,24,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,64,22,111,33
1990,1,2,1,1,11,3,0,0,0,0,1,2,2,4,24,5,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,73,22,85,32
1991,2,5,1,1,1,5,0,0,0,0,1,2,2,1,24,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,83,21,103,40
1992,2,5,1,1,15,6,0,0,0,0,1,1,2,3,24,6,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,54,24,113,35
1993,2,6,1,1,1,6,0,0,0,0,1,1,2,2,27,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,78,20,96,39
1994,2,4,1,1,1,5,0,0,0,0,1,2,2,4,24,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,75,18,127,33
1995,1,6,1,3,2,6,1,0,0,0,0,2,2,3,38,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,81,23,106,36
1996,2,2,1,2,1,4,0,0,0,0,1,2,2,1,38,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,91,24,112,37
1997,2,3,1,1,2,4,1,0,0,0,0,1,2,4,24,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,69,18,119,42
1998,2,2,1,1,12,3,0,0,0,0,1,2,2,1,38,4,1,6,0,1,0,0,1,0,0,0,0,0,0,0,2,66,21,94,37
1999,2,3,1,1,1,5,0,0,0,0,1,2,2,2,38,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,92,12,136,30
2000,2,3,1,1,2,2,1,0,0,0,0,1,2,1,24,3,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,68,20,107,33
2001,1,5,1,1,1,6,0,0,0,0,1,1,2,2,24,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,71,24,117,31
2002,2,2,1,1,1,3,0,0,0,0,1,2,2,1,24,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,77,23,112,37
2003,2,4,1,2,1,6,0,0,0,0,1,2,2,2,38,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,68,28,140,34
2004,2,5,1,1,1,6,1,0,0,0,0,2,2,4,24,1,1,6,1,0,0,1,0,1,0,0,0,0,0,0,1,69,21,104,33
2005,2,4,1,2,1,3,0,0,0,0,1,2,2,1,38,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1,81,16,113,36
2006,1,6,1,1,2,6,1,1,0,0,0,2,2,2,24,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,88,19,117,36
2007,2,2,1,1,3,3,1,1,0,0,0,1,2,4,24,1,1,6,1,0,0,0,1,0,0,0,0,0,0,0,2,60,12,70,27
2008,2,1,1,1,1,2,0,0,0,0,1,1,2,1,38,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,57,20,104,35
2009,2,3,1,2,7,4,1,0,0,0,0,2,2,1,1,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,92,22,122,41
2010,2,1,1,3,12,2,0,0,0,0,1,2,2,1,37,4,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,64,12,109,29
2011,2,3,1,1,1,4,1,0,0,0,0,1,2,4,24,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,60,23,95,33
2012,2,3,1,3,11,3,0,0,0,0,1,2,2,1,38,5,2,6,0,0,1,0,1,0,0,0,0,0,0,0,2,60,19,102,32
2013,2,3,1,1,1,4,1,0,0,0,0,1,2,2,24,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,80,12,121,34
2014,2,4,1,2,11,4,0,0,0,0,1,2,2,4,15,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,85,17,110,31
2015,2,2,1,1,3,6,0,0,1,0,0,1,3,3,24,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,76,22,84,37
2016,2,3,1,1,2,4,1,0,0,0,0,1,2,4,24,2,2,6,0,0,1,0,0,0,0,0,0,0,0,0,1,83,24,112,45
2017,2,6,1,1,1,6,0,0,0,0,1,1,2,3,24,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,2,65,18,86,34
2018,2,2,1,2,1,3,0,0,0,0,1,2,2,1,38,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,51,28,120,39
2019,2,2,1,2,1,4,1,0,0,0,0,1,2,2,38,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,56,21,125,32
2020,2,5,1,2,1,6,1,0,0,0,0,2,2,2,38,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,72,16,138,33
2021,2,3,1,2,1,4,0,0,0,0,1,2,2,1,38,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,1,67,14,121,23
2022,1,5,1,1,11,6,0,0,0,0,1,1,2,2,24,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,92,24,121,47
2023,2,3,1,3,2,5,1,0,0,0,0,1,2,2,38,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,77,17,131,41
2024,2,3,1,2,1,4,0,0,0,0,1,1,2,1,38,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,89,21,129,36
2025,2,5,1,1,3,6,0,0,1,0,0,1,2,2,24,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2,73,17,98,35
2026,2,5,1,1,1,6,0,1,0,0,0,1,2,2,24,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,94,19,123,40
2027,2,5,1,3,1,6,0,0,0,0,1,2,2,2,38,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,90,24,136,40
2028,2,2,1,3,3,3,0,0,0,0,1,2,2,4,38,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,84,24,112,34
2029,2,2,1,3,3,3,1,0,0,0,0,2,2,4,38,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,2,66,16,112,33
2030,2,2,2,2,1,3,0,0,0,0,1,2,4,1,1,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,66,16,112,30
2031,2,4,4,1,2,5,0,0,0,0,1,2,2,2,38,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,2,54,20,92,35
2032,2,1,1,1,2,1,0,0,0,0,1,2,2,1,38,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,2,65,20,88,36
2033,2,3,1,2,1,5,0,0,0,0,1,2,2,1,30,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,56,17,105,27
2034,2,1,2,2,9,1,0,0,0,0,1,2,2,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,87,24,121,46
2035,2,5,1,2,3,6,0,0,0,0,1,2,2,2,30,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,93,24,140,50
2036,2,6,1,1,2,6,1,0,0,0,0,1,2,2,24,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,65,17,121,36
2037,2,4,1,1,2,5,1,0,0,0,0,2,2,1,38,2,1,6,0,1,1,0,0,0,0,0,0,0,0,0,2,67,19,105,37
2038,2,6,1,3,8,6,1,1,1,1,0,1,2,3,38,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,79,24,117,36
2039,2,3,1,2,1,4,0,1,0,0,0,2,2,2,30,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,62,17,112,30
2040,2,4,1,1,2,5,1,0,0,0,0,2,2,2,38,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,2,74,20,122,35
2041,2,5,1,2,1,6,0,0,0,0,1,2,2,2,30,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,54,16,103,41
2042,2,5,1,2,12,6,0,1,0,0,0,2,2,3,20,4,1,2,0,1,0,0,1,1,0,0,0,0,0,0,2,91,24,121,45
2043,2,2,1,2,1,4,0,0,0,0,1,2,2,4,30,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,69,23,112,29
2044,2,4,1,2,3,5,1,0,0,0,0,2,2,2,38,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,2,57,20,112,30
2045,2,1,1,2,1,2,0,0,0,0,1,2,2,1,38,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,64,12,129,30
2046,2,3,1,2,1,4,0,0,0,0,1,2,2,4,30,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,68,20,115,33
2047,2,2,2,2,13,1,0,0,0,0,1,2,3,1,1,4,2,6,0,0,0,0,0,0,0,1,1,0,0,0,2,98,28,130,42
2048,1,6,1,2,11,6,0,0,0,0,1,2,1,4,30,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,71,27,129,39
2049,2,2,1,2,1,4,1,1,0,0,0,2,2,4,30,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,70,20,110,35
2050,2,2,1,2,1,3,0,0,0,0,1,2,2,4,30,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,77,17,138,34
2051,1,2,1,2,11,4,1,0,0,0,0,2,2,4,30,5,1,2,1,0,1,0,0,1,0,0,0,0,0,0,2,68,20,95,31
2052,2,2,1,2,3,4,0,0,0,0,1,2,3,4,30,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,74,13,94,32
2053,2,4,1,2,2,5,0,0,1,0,0,2,2,4,30,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,73,20,69,30
2054,1,6,1,2,2,6,0,0,1,0,0,2,2,2,30,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,57,24,123,30
2055,2,4,1,1,3,6,0,0,0,1,0,1,2,2,30,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,68,16,119,37
2056,1,6,1,2,1,6,0,0,0,0,1,2,2,2,30,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,82,24,112,30
2057,2,5,1,2,3,6,0,0,0,0,1,2,2,2,30,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,83,28,138,35
2058,2,3,1,2,1,4,0,0,0,0,1,2,2,4,30,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,94,20,139,35
2059,2,1,2,2,10,2,0,0,0,0,1,2,2,1,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,102,24,116,41
2060,2,3,1,2,16,4,0,0,0,0,1,2,2,4,30,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,80,15,114,46
2061,1,3,1,2,12,3,0,0,0,0,1,2,2,4,30,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,68,16,115,42
2062,2,5,1,2,13,6,0,0,0,0,1,2,2,2,30,4,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,77,20,140,36
2063,2,5,1,1,12,6,0,0,0,0,1,1,2,2,24,4,1,2,1,0,1,0,1,1,0,0,0,0,0,0,2,95,24,136,45
2064,2,3,1,2,2,5,0,0,0,0,1,2,2,4,30,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,69,13,79,39
2065,1,6,1,1,11,6,0,0,0,0,1,2,2,2,24,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,72,19,85,36
2066,1,5,1,2,13,6,0,0,0,0,1,2,2,2,30,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,72,20,112,32
2067,2,3,1,3,4,4,0,0,0,0,1,2,2,2,38,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,61,28,135,32
2068,1,6,1,2,8,6,0,0,0,0,1,2,2,2,30,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,88,16,85,30
2069,2,2,1,2,1,4,0,0,0,0,1,2,2,2,30,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,70,20,91,31
2070,1,4,1,2,1,6,0,1,1,1,0,1,2,2,30,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,64,28,122,37
2071,2,5,1,2,2,6,1,0,0,0,0,2,2,2,30,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,104,28,140,49
2072,2,6,1,2,1,6,0,0,0,0,1,2,1,2,30,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,90,24,108,30
2073,2,5,1,2,15,6,1,0,0,0,0,2,2,2,38,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,73,21,139,34
2074,1,6,1,2,11,6,0,0,0,0,1,2,2,2,30,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,54,24,108,30
2075,1,6,1,2,1,6,0,0,0,0,1,2,2,2,30,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,88,24,125,42
2076,1,6,1,3,2,6,1,0,0,0,0,2,2,2,11,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,71,20,112,31
2077,2,6,1,2,2,6,0,0,0,0,1,2,2,2,30,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,71,20,78,35
2078,2,6,1,2,12,6,0,0,0,0,1,2,2,2,30,4,1,2,0,1,1,1,0,1,0,0,0,0,0,0,2,93,24,134,37
2079,2,3,1,2,3,4,0,0,0,0,1,2,3,2,18,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,90,24,139,35
2080,1,5,1,3,12,6,0,0,0,0,1,2,2,2,38,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,81,28,133,48
2081,1,3,1,3,4,5,0,0,0,0,1,2,2,2,38,2,1,6,1,1,1,1,1,1,0,0,0,0,0,0,2,60,16,84,30
2082,1,3,1,2,2,4,0,1,0,0,0,1,2,1,36,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,71,17,99,28
2083,2,1,1,2,1,3,0,0,0,0,1,2,2,1,18,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,66,22,130,35
2084,2,6,1,2,2,6,0,0,0,0,1,2,2,2,36,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,82,17,113,37
2085,2,6,1,1,1,6,0,0,0,0,1,2,2,2,23,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,60,16,84,30
2086,2,5,1,1,3,6,0,0,0,0,1,2,2,2,38,1,1,6,0,1,0,0,0,1,0,0,0,0,0,0,2,57,20,112,30
2087,1,6,1,2,4,6,1,0,0,1,0,1,2,3,30,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,94,24,130,50
2088,2,4,1,3,1,6,0,0,0,0,1,2,2,2,38,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,90,24,139,36
2089,2,6,1,1,1,6,0,0,0,0,1,2,2,2,20,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,82,16,122,34
2090,1,3,1,1,2,2,0,0,0,0,1,2,2,1,10,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,87,20,130,44
2091,2,6,1,2,2,6,0,1,0,0,0,2,2,2,20,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,65,14,102,30
2092,2,4,1,1,2,6,0,0,0,0,1,2,2,2,10,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,89,28,140,30
2093,2,6,1,3,3,6,0,0,0,0,1,2,2,2,10,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,54,24,112,30
2094,2,6,1,1,1,6,1,1,0,0,0,1,2,2,10,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,58,28,140,30
2095,2,5,1,2,1,6,0,0,0,0,1,2,2,2,11,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,61,17,83,30
2096,2,6,1,3,2,6,1,0,0,0,0,2,1,2,38,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,2,87,23,124,40
2097,2,2,1,3,3,3,0,0,0,0,1,2,2,4,10,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,2,60,15,111,29
2098,2,6,1,1,1,6,0,1,0,0,0,1,2,2,10,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,51,24,140,31
2099,2,5,1,3,1,6,0,0,0,0,1,2,2,2,10,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,75,24,108,34
2100,2,2,1,2,1,3,0,0,0,0,1,2,2,4,20,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,76,22,101,35
2101,2,4,1,2,1,4,0,0,0,0,1,2,2,1,18,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,51,28,140,32
2102,1,2,1,1,2,3,1,0,0,0,0,2,2,4,18,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,89,28,128,36
2103,2,3,1,3,12,4,0,0,0,0,1,1,2,2,38,4,1,6,1,0,1,0,0,0,0,0,0,0,0,0,1,61,16,87,27
2104,2,4,1,1,3,6,1,0,0,0,0,2,2,2,38,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,2,82,20,127,40
2105,2,5,1,3,2,6,0,0,0,0,1,2,2,2,10,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,91,24,135,33
2106,2,2,1,1,3,2,0,0,0,0,1,2,2,1,38,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,60,15,109,35
2107,1,6,1,1,4,6,0,0,0,0,1,2,2,2,38,6,2,4,0,0,1,1,0,0,0,0,0,0,0,0,2,69,28,140,39
2108,1,1,1,3,16,2,0,0,0,0,1,2,2,1,38,4,2,5,0,0,1,1,0,0,0,0,0,0,0,0,2,67,18,84,33
2109,2,4,1,2,1,6,0,0,0,0,1,2,2,2,38,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,56,18,140,29
2110,2,2,1,2,3,4,1,0,0,0,0,2,2,4,11,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,62,16,102,32
2111,2,3,1,3,3,5,0,0,0,0,1,2,2,4,10,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,2,76,23,116,36
2112,2,3,1,2,1,3,0,0,0,0,1,2,3,1,20,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,59,16,137,30
2113,2,3,1,1,13,5,0,0,0,0,1,2,2,2,38,4,1,6,0,1,1,0,0,0,0,0,0,0,0,0,1,92,25,137,36
2114,2,1,1,2,1,2,0,0,0,0,1,1,2,1,20,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,81,20,87,30
2115,2,6,2,2,2,6,0,0,0,0,1,2,2,2,1,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,2,83,20,104,37
2116,2,4,1,1,3,5,0,0,0,0,1,2,2,2,38,1,1,6,0,0,1,0,1,0,0,0,0,0,0,0,2,61,16,100,29
2117,2,1,1,1,13,1,0,0,0,0,1,2,2,1,38,4,1,6,1,0,1,0,0,0,0,0,0,0,0,0,2,55,17,83,30
2118,2,2,1,2,1,3,0,0,0,0,1,2,2,1,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,72,13,96,33
2119,2,2,1,2,2,2,0,0,0,0,1,1,2,1,36,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,81,24,139,38
2120,2,1,1,2,1,1,0,0,0,0,1,1,2,1,36,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,72,20,140,30
2121,1,3,1,2,2,4,0,0,0,0,1,2,2,1,18,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,2,54,24,110,30
2122,1,6,1,2,8,6,0,0,0,1,0,1,4,3,36,6,1,2,0,0,0,1,1,1,0,0,0,0,0,0,2,88,28,116,49
2123,2,1,1,2,1,2,0,0,0,0,1,2,2,1,18,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,69,17,96,30
2124,1,3,1,3,12,4,1,0,0,0,0,2,2,1,38,4,1,2,1,0,0,1,0,1,0,0,0,0,0,0,2,78,24,99,45
2125,2,2,1,2,2,3,0,0,0,0,1,2,2,1,11,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,54,19,107,29
2126,2,3,1,1,1,5,0,0,0,0,1,2,2,4,10,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,70,19,115,38
2127,2,1,1,1,2,1,0,0,0,0,1,2,2,1,38,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,60,16,88,29
2128,2,6,1,3,2,6,0,0,0,0,1,2,2,2,24,6,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,84,23,122,42
2129,2,6,1,2,1,6,0,0,0,0,1,1,2,3,36,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,66,20,112,38
